0.06469509,0.81039244,0.09813451,-0.4541801,-0.5201621,-0.399376,0.6030347,-0.0977806,-0.10889957,1.0350465,0.47647843,0.78379005,-0.5236,-0.011372385,-0.31334293,0.6357422,0.12739216,0.94056016,0.15577368,-0.052059315,0.008648725,0.18642715,0.35747918,-0.34758535,-0.21911915,0.3691633,-0.8065284,0.0,0.29913723,-0.36480626,0.066742994,1.1913723,-0.3982408,0.123676404,0.0
0.06421586,0.81049263,0.098319255,-0.45383015,-0.5206258,-0.40013778,0.6023926,-0.09753587,-0.10836963,1.0351297,0.47568664,0.78378767,-0.5236,-0.013748988,-0.3123622,0.6340813,0.13156494,0.9353206,0.16235518,-0.050038334,0.0086938115,0.18753576,0.3594063,-0.35602993,-0.21396321,0.36936066,-0.7944391,0.0,0.30550516,-0.36602414,0.06619763,1.1808242,-0.3981287,0.12631801,0.0
0.06378092,0.81063163,0.09851581,-0.45372713,-0.521027,-0.40101543,0.60153913,-0.09699867,-0.10735754,1.0349677,0.4747819,0.78373367,-0.5236,-0.013514374,-0.312223,0.63219047,0.13044867,0.9319801,0.16930279,-0.04751172,0.009458315,0.18790954,0.3607165,-0.36656976,-0.21017478,0.36895368,-0.78924865,0.0,0.31112346,-0.36680236,0.06526099,1.1747493,-0.3976949,0.12872934,0.0
0.063341625,0.8107621,0.09871059,-0.45366594,-0.5214126,-0.40171942,0.60078096,-0.09643893,-0.106668115,1.0343077,0.47381696,0.7836957,-0.5236,-0.012902991,-0.31245452,0.6291671,0.12869713,0.9309195,0.17459916,-0.045376074,0.010033243,0.18785082,0.3612006,-0.3762816,-0.20705633,0.36880788,-0.7852028,0.0,0.31480312,-0.3669274,0.064283475,1.1713064,-0.39772114,0.13044474,0.0
0.06286377,0.81087947,0.098899685,-0.45360336,-0.52181023,-0.40240952,0.60002065,-0.095920205,-0.10597611,1.0335768,0.47287613,0.78403836,-0.5236,-0.01260253,-0.3124079,0.62600243,0.12761243,0.92997867,0.17862795,-0.04337971,0.010636696,0.18767437,0.36119953,-0.38381588,-0.20457421,0.36940125,-0.78185874,0.0,0.31696337,-0.36663276,0.06355741,1.1694956,-0.3985293,0.13151814,0.0
0.062368147,0.81101346,0.0991045,-0.45364416,-0.52218497,-0.40305945,0.5992271,-0.09539453,-0.10508756,1.0326339,0.47204447,0.7848743,-0.5236,-0.011220033,-0.31272754,0.6221626,0.12431177,0.93135554,0.1810749,-0.041646693,0.011448753,0.18756601,0.36100203,-0.3886525,-0.20305498,0.37061077,-0.77938396,0.0,0.31816155,-0.36618444,0.063258134,1.1687229,-0.39978975,0.13208908,0.0
0.061892204,0.81112456,0.09931748,-0.45348182,-0.5226346,-0.4036875,0.5985347,-0.0950709,-0.10470788,1.0316877,0.47099197,0.7860036,-0.5236,-0.012135472,-0.31202063,0.6188709,0.1257053,0.9299154,0.18194906,-0.04001008,0.011687398,0.18756866,0.36074287,-0.3919627,-0.20203614,0.37226275,-0.77711815,0.0,0.3189873,-0.36563584,0.063199535,1.1683166,-0.4012752,0.13248295,0.0
0.06138477,0.8112559,0.0996166,-0.4534163,-0.5230705,-0.4041948,0.5978609,-0.09460805,-0.10419214,1.0308512,0.47034478,0.7864128,-0.5236,-0.010704717,-0.3124582,0.6160933,0.122517414,0.9318417,0.18286009,-0.038805373,0.012120438,0.1875679,0.36064962,-0.39305383,-0.20177473,0.37295526,-0.7762095,0.0,0.31929523,-0.36537847,0.06334904,1.1682081,-0.40185383,0.13261507,0.0
0.06087843,0.8113928,0.09990448,-0.45329645,-0.5234712,-0.40505308,0.5970196,-0.09417358,-0.103756465,1.0298023,0.46858656,0.78818,-0.5236,-0.011602358,-0.31161207,0.61161333,0.12320213,0.92916435,0.18290378,-0.036968242,0.012799442,0.1879643,0.3602362,-0.39622667,-0.20099469,0.3763064,-0.77296305,0.0,0.3200483,-0.36449412,0.06356919,1.1678818,-0.4039767,0.1329182,0.0
0.06037226,0.811438,0.10010741,-0.45324227,-0.5239166,-0.40553796,0.5963404,-0.0934682,-0.10345754,1.0289072,0.46778467,0.78823745,-0.5236,-0.010307649,-0.31196547,0.6086392,0.120380804,0.9312477,0.18358679,-0.036018956,0.013282757,0.1880931,0.3601354,-0.39714003,-0.20082949,0.37735936,-0.7718553,0.0,0.32026687,-0.36422282,0.063726455,1.1677802,-0.40445778,0.13295521,0.0
